post_id,platform,post_type,post_time,caption,hashtags,likes,comments,shares,caption_length,num_hashtags,post_hour,post_day,sentiment_score
450,Instagram,poll,2023-06-12 10:00,Exciting news! 🚀,"#Fashion, #InstaDaily, #Tech",103,152,181,16,3,10,Monday,positive
451,Facebook,video,2023-02-12 00:45,Just another day.,"#Community, #Family",5000,160,137,17,2,0,Sunday,neutral
452,Instagram,image,2023-05-14 11:00,Amazing experience! 🌟,#Beauty,2492,344,679,21,1,11,Sunday,positive
453,Twitter,video,2023-11-10 06:15,Disappointed but moving on.,#Tech,3374,151,208,27,1,6,Friday,negative
454,Twitter,poll,2023-12-06 03:45,Best day ever! 🎉,"#Memes, #Sports",955,58,51,16,2,3,Wednesday,positive
455,Twitter,video,2023-05-13 10:45,What do you think?,"#Sports, #Politics",2493,23,395,18,2,10,Saturday,neutral
456,Twitter,text,2023-05-14 12:30,Exciting news! 🚀,"#News, #Trending",1480,154,369,16,2,12,Sunday,positive
457,Instagram,image,2023-08-18 07:15,Loving this new vibe! 😍,"#Travel, #Foodie, #Tech",4629,424,293,23,3,7,Friday,positive
458,Twitter,poll,2023-06-25 13:30,Exciting news! 🚀,#Sports,450,131,74,16,1,13,Sunday,positive
459,Facebook,carousel,2023-07-08 04:15,Here's a quick update.,#Family,1644,63,475,22,1,4,Saturday,neutral
460,Twitter,poll,2023-05-06 13:30,Just another day.,"#Sports, #Entertainment",784,160,59,17,2,13,Saturday,neutral
461,Twitter,video,2023-02-19 20:45,Here's a quick update.,"#Memes, #News",4258,124,66,22,2,20,Sunday,neutral
462,Facebook,video,2023-11-15 00:45,Just another day.,#Friends,4720,238,0,17,1,0,Wednesday,neutral
463,Twitter,carousel,2023-01-20 01:00,"New post, check it out!",#News,2284,53,218,23,1,1,Friday,neutral
464,Facebook,carousel,2023-04-22 18:00,"New post, check it out!","#Events, #Marketing, #Social",3164,61,398,23,3,18,Saturday,neutral
465,Instagram,carousel,2023-10-05 14:30,What do you think?,#Travel,4102,180,343,18,1,14,Thursday,neutral
466,Instagram,poll,2023-12-23 05:30,What do you think?,#Fitness,3394,16,217,18,1,5,Saturday,neutral
467,Facebook,poll,2023-09-15 05:15,Just another day.,#Marketing,1676,176,459,17,1,5,Friday,neutral
468,Facebook,carousel,2023-10-17 12:00,Loving this new vibe! 😍,#Friends,1933,161,979,23,1,12,Tuesday,positive
469,Twitter,carousel,2023-03-05 00:00,Here's a quick update.,#Memes,2407,173,379,22,1,0,Sunday,neutral
470,Twitter,carousel,2023-11-04 19:45,Amazing experience! 🌟,#Trending,3090,67,265,21,1,19,Saturday,positive
471,Twitter,text,2023-07-05 10:00,Amazing experience! 🌟,"#Memes, #Entertainment",767,28,155,21,2,10,Wednesday,positive
472,Facebook,poll,2023-04-07 14:45,Here's a quick update.,#Social,4811,115,683,22,1,14,Friday,neutral
473,Twitter,text,2023-06-27 14:45,Loving this new vibe! 😍,"#Trending, #Memes, #Sports",1675,54,89,23,3,14,Tuesday,positive
474,Twitter,text,2023-08-25 15:45,Loving this new vibe! 😍,"#Trending, #Entertainment",871,92,355,23,2,15,Friday,positive
475,Instagram,text,2023-03-01 06:45,Loving this new vibe! 😍,"#Fitness, #Beauty, #Tech",217,289,299,23,3,6,Wednesday,positive
476,Instagram,text,2023-01-27 01:00,Could be better.,"#Fitness, #Tech",2615,376,70,16,2,1,Friday,negative
477,Twitter,poll,2023-10-22 23:15,Best day ever! 🎉,"#Tech, #News, #Entertainment",72,118,4,16,3,23,Sunday,positive
478,Instagram,video,2023-06-19 16:00,Exciting news! 🚀,#Fashion,2291,323,277,16,1,16,Monday,positive
479,Facebook,video,2023-01-09 12:45,Not my best day. 😞,"#Community, #Friends",2700,367,101,18,2,12,Monday,negative
480,Instagram,poll,2023-07-31 23:30,Loving this new vibe! 😍,#Travel,1121,369,662,23,1,23,Monday,positive
481,Instagram,poll,2023-05-19 19:30,Exciting news! 🚀,"#Beauty, #Tech, #Travel",2565,175,952,16,3,19,Friday,positive
482,Twitter,poll,2023-09-24 15:30,Disappointed but moving on.,#Memes,3123,189,487,27,1,15,Sunday,negative
483,Twitter,carousel,2023-10-16 15:45,Not my best day. 😞,#Sports,1542,33,121,18,1,15,Monday,negative
484,Facebook,poll,2023-11-11 00:15,Not my best day. 😞,#Marketing,747,397,755,18,1,0,Saturday,negative
485,Facebook,image,2023-05-29 08:15,Amazing experience! 🌟,"#Family, #Marketing",4306,209,923,21,2,8,Monday,positive
486,Facebook,image,2023-07-06 06:45,Loving this new vibe! 😍,"#Friends, #Family",2057,328,870,23,2,6,Thursday,positive
487,Facebook,image,2023-08-08 05:00,Loving this new vibe! 😍,#Family,3742,383,541,23,1,5,Tuesday,positive
488,Twitter,carousel,2023-01-18 06:15,Exciting news! 🚀,"#Memes, #Sports",1154,145,21,16,2,6,Wednesday,positive
489,Twitter,video,2023-01-10 11:00,Exciting news! 🚀,"#Tech, #Memes",1615,161,315,16,2,11,Tuesday,positive
490,Facebook,poll,2023-05-13 14:30,Could be better.,"#Marketing, #Events",2295,447,817,16,2,14,Saturday,negative
491,Facebook,image,2023-10-02 17:30,Loving this new vibe! 😍,"#Events, #Community",3956,440,48,23,2,17,Monday,positive
492,Facebook,video,2023-01-20 10:45,What do you think?,"#Social, #Events",1198,276,76,18,2,10,Friday,neutral
493,Facebook,video,2023-08-13 21:30,What do you think?,"#Marketing, #Events, #Social",3868,417,912,18,3,21,Sunday,neutral
494,Facebook,image,2023-02-10 12:15,Exciting news! 🚀,"#Marketing, #Social",4532,427,362,16,2,12,Friday,positive
495,Twitter,text,2023-08-15 05:00,Loving this new vibe! 😍,#News,1386,162,83,23,1,5,Tuesday,positive
496,Instagram,text,2023-08-29 08:15,"New post, check it out!","#Fitness, #Tech, #InstaDaily",46,178,652,23,3,8,Tuesday,neutral
497,Twitter,carousel,2023-01-19 13:00,Not my best day. 😞,"#Tech, #Sports",2304,211,341,18,2,13,Thursday,negative
498,Instagram,image,2023-07-12 08:45,Feeling down today.,"#Tech, #Travel, #Fitness",3439,173,195,19,3,8,Wednesday,negative
499,Twitter,video,2023-11-07 02:15,Disappointed but moving on.,"#Politics, #News, #Trending",3165,188,212,27,3,2,Tuesday,negative
500,Twitter,carousel,2023-12-26 18:15,What do you think?,"#Memes, #Tech, #Politics",2748,239,4,18,3,18,Tuesday,neutral
501,Instagram,text,2023-01-26 03:30,Could be better.,"#Photography, #InstaDaily",1261,304,256,16,2,3,Thursday,negative
502,Facebook,poll,2023-11-08 17:15,Just another day.,"#Community, #Friends",606,459,57,17,2,17,Wednesday,neutral
503,Facebook,poll,2023-08-06 14:15,Just another day.,#Social,1844,490,780,17,1,14,Sunday,neutral
504,Facebook,image,2023-09-14 16:15,What do you think?,"#Community, #Social",3613,500,702,18,2,16,Thursday,neutral
505,Instagram,video,2023-01-22 02:45,Best day ever! 🎉,#Foodie,3507,283,142,16,1,2,Sunday,positive
506,Twitter,poll,2023-09-05 08:30,Just another day.,"#News, #Politics, #Memes",2231,90,50,17,3,8,Tuesday,neutral
507,Instagram,text,2023-06-08 04:45,Feeling down today.,"#Fashion, #InstaDaily",2795,145,920,19,2,4,Thursday,negative
508,Twitter,text,2023-12-03 05:30,Loving this new vibe! 😍,"#News, #Trending",1094,143,387,23,2,5,Sunday,positive
509,Instagram,carousel,2023-03-28 08:00,Just another day.,#Fitness,3207,267,118,17,1,8,Tuesday,neutral
510,Twitter,poll,2023-12-13 12:00,Feeling down today.,#Tech,1125,102,331,19,1,12,Wednesday,negative
511,Twitter,image,2023-08-18 06:15,Loving this new vibe! 😍,#Tech,1947,10,127,23,1,6,Friday,positive
512,Twitter,poll,2023-03-28 19:30,"New post, check it out!","#Sports, #News, #Trending",2547,203,462,23,3,19,Tuesday,neutral
513,Twitter,carousel,2023-06-19 18:30,Here's a quick update.,"#Sports, #Memes",482,186,74,22,2,18,Monday,neutral
514,Twitter,image,2023-03-03 05:00,Just another day.,"#Trending, #News, #Sports",1521,148,372,17,3,5,Friday,neutral
515,Instagram,poll,2023-08-11 05:30,Here's a quick update.,#Photography,3773,304,550,22,1,5,Friday,neutral
516,Twitter,carousel,2023-06-03 01:30,Feeling down today.,"#Trending, #Sports",3138,133,281,19,2,1,Saturday,negative
517,Twitter,image,2023-05-17 20:15,What do you think?,"#Trending, #News",1764,229,252,18,2,20,Wednesday,neutral
518,Instagram,poll,2023-04-17 12:15,Could be better.,"#Photography, #Foodie, #InstaDaily",2218,76,964,16,3,12,Monday,negative
519,Instagram,carousel,2023-06-18 02:30,Not my best day. 😞,"#Beauty, #Fashion",4599,380,203,18,2,2,Sunday,negative
520,Twitter,image,2023-05-19 21:15,Here's a quick update.,#Memes,582,33,199,22,1,21,Friday,neutral
521,Instagram,poll,2023-02-17 21:30,Here's a quick update.,"#Foodie, #InstaDaily",4261,271,483,22,2,21,Friday,neutral
522,Twitter,poll,2023-11-29 12:15,"New post, check it out!","#Politics, #Memes, #Trending",2000,111,117,23,3,12,Wednesday,neutral
523,Instagram,image,2023-12-01 09:00,Here's a quick update.,"#Fashion, #Tech",1553,306,608,22,2,9,Friday,neutral
524,Facebook,text,2023-03-07 18:00,"New post, check it out!",#Family,1945,74,198,23,1,18,Tuesday,neutral
525,Instagram,video,2023-06-15 00:00,Loving this new vibe! 😍,"#Foodie, #Travel, #Beauty",621,49,502,23,3,0,Thursday,positive
526,Instagram,text,2023-01-18 09:00,Could be better.,#Beauty,573,217,242,16,1,9,Wednesday,negative
527,Instagram,video,2023-03-23 08:15,Best day ever! 🎉,"#Photography, #Travel, #Tech",2016,500,974,16,3,8,Thursday,positive
528,Facebook,poll,2023-08-19 20:15,What do you think?,"#Community, #Friends, #Events",1116,393,358,18,3,20,Saturday,neutral
529,Instagram,video,2023-03-19 19:45,Best day ever! 🎉,#Photography,4597,235,481,16,1,19,Sunday,positive
530,Twitter,video,2023-04-28 21:15,Best day ever! 🎉,"#Memes, #Sports",2044,255,102,16,2,21,Friday,positive
531,Instagram,text,2023-03-14 06:00,Best day ever! 🎉,#Photography,163,170,23,16,1,6,Tuesday,positive
532,Instagram,poll,2023-01-30 17:30,Here's a quick update.,#InstaDaily,4014,468,808,22,1,17,Monday,neutral
533,Instagram,video,2023-08-29 05:15,Just another day.,"#Foodie, #Travel, #Tech",4754,500,774,17,3,5,Tuesday,neutral
534,Instagram,text,2023-06-29 09:45,Here's a quick update.,#Beauty,1778,333,406,22,1,9,Thursday,neutral
535,Facebook,image,2023-09-27 20:30,Feeling down today.,"#Social, #Marketing",2182,341,423,19,2,20,Wednesday,negative
536,Instagram,video,2023-07-10 19:00,Loving this new vibe! 😍,"#Fitness, #Travel",5000,64,426,23,2,19,Monday,positive
537,Twitter,text,2023-05-03 13:45,Disappointed but moving on.,"#Politics, #Memes, #Sports",244,158,446,27,3,13,Wednesday,negative
538,Instagram,poll,2023-10-17 07:15,What do you think?,#Foodie,3355,483,263,18,1,7,Tuesday,neutral
539,Instagram,poll,2023-11-22 06:15,Disappointed but moving on.,#Fitness,1789,500,349,27,1,6,Wednesday,negative
540,Twitter,carousel,2023-12-20 16:15,Feeling down today.,#Memes,1753,18,56,19,1,16,Wednesday,negative
541,Twitter,text,2023-02-06 04:15,Feeling down today.,"#Politics, #Memes",398,172,376,19,2,4,Monday,negative
542,Instagram,carousel,2023-08-19 15:00,Not my best day. 😞,"#InstaDaily, #Fitness, #Travel",626,319,102,18,3,15,Saturday,negative
543,Facebook,carousel,2023-11-15 04:15,Loving this new vibe! 😍,"#Community, #Marketing",2171,131,516,23,2,4,Wednesday,positive
544,Instagram,image,2023-04-24 17:00,Could be better.,"#Travel, #InstaDaily",1292,233,318,16,2,17,Monday,negative
545,Instagram,image,2023-04-20 23:45,Best day ever! 🎉,"#Beauty, #InstaDaily, #Fitness",568,169,250,16,3,23,Thursday,positive
546,Instagram,carousel,2023-04-05 17:00,Best day ever! 🎉,#Tech,2646,116,536,16,1,17,Wednesday,positive
547,Facebook,poll,2023-11-06 14:15,Loving this new vibe! 😍,#Marketing,476,77,626,23,1,14,Monday,positive
548,Facebook,poll,2023-05-16 12:00,Here's a quick update.,"#Community, #Family",946,91,954,22,2,12,Tuesday,neutral
549,Facebook,image,2023-06-12 13:45,Here's a quick update.,#Community,3436,243,528,22,1,13,Monday,neutral
550,Twitter,poll,2023-04-13 03:00,Here's a quick update.,#Entertainment,2407,160,114,22,1,3,Thursday,neutral
551,Twitter,image,2023-02-17 13:45,Could be better.,"#Entertainment, #Tech, #Politics",1842,87,19,16,3,13,Friday,negative
552,Twitter,video,2023-01-19 11:30,"New post, check it out!",#Tech,3862,118,340,23,1,11,Thursday,neutral
553,Twitter,text,2023-05-15 10:30,Feeling down today.,"#Tech, #Sports, #Trending",1522,67,88,19,3,10,Monday,negative
554,Instagram,video,2023-07-11 08:45,Just another day.,#Beauty,2427,103,987,17,1,8,Tuesday,neutral
555,Twitter,video,2023-11-23 23:15,What do you think?,"#News, #Memes, #Entertainment",2154,146,331,18,3,23,Thursday,neutral
556,Instagram,poll,2023-07-05 06:45,Not my best day. 😞,"#InstaDaily, #Beauty, #Tech",1753,78,698,18,3,6,Wednesday,negative
557,Instagram,poll,2023-12-05 08:15,What do you think?,"#InstaDaily, #Photography, #Tech",2330,305,246,18,3,8,Tuesday,neutral
558,Facebook,text,2023-05-28 03:00,Loving this new vibe! 😍,#Friends,1404,232,292,23,1,3,Sunday,positive
559,Facebook,image,2023-03-11 01:00,Here's a quick update.,"#Events, #Family, #Social",3792,391,908,22,3,1,Saturday,neutral
560,Instagram,image,2023-03-14 09:45,What do you think?,"#Beauty, #Fitness, #Photography",4209,444,719,18,3,9,Tuesday,neutral
561,Instagram,image,2023-02-06 04:45,Not my best day. 😞,"#InstaDaily, #Fitness",3538,398,984,18,2,4,Monday,negative
562,Instagram,video,2023-10-19 11:15,Exciting news! 🚀,"#Fashion, #Travel, #Fitness",4683,68,650,16,3,11,Thursday,positive
563,Twitter,text,2023-02-14 17:15,Feeling down today.,"#Sports, #News, #Tech",1874,93,261,19,3,17,Tuesday,negative
564,Instagram,video,2023-04-17 10:45,Here's a quick update.,"#Travel, #Beauty",709,272,729,22,2,10,Monday,neutral
565,Facebook,image,2023-12-13 05:30,Could be better.,"#Family, #Community, #Social",2612,36,936,16,3,5,Wednesday,negative
566,Facebook,poll,2023-12-06 22:45,Here's a quick update.,"#Marketing, #Community",4654,429,752,22,2,22,Wednesday,neutral
567,Facebook,image,2023-02-25 15:45,"New post, check it out!","#Community, #Family, #Friends",1852,500,939,23,3,15,Saturday,neutral
568,Instagram,video,2023-11-06 18:30,Loving this new vibe! 😍,"#Tech, #Photography",2659,255,554,23,2,18,Monday,positive
569,Facebook,poll,2023-01-17 08:15,What do you think?,"#Community, #Social, #Family",4872,256,387,18,3,8,Tuesday,neutral
570,Facebook,image,2023-06-09 03:30,Exciting news! 🚀,"#Social, #Marketing",2594,94,841,16,2,3,Friday,positive
571,Twitter,image,2023-01-30 05:00,Amazing experience! 🌟,"#Tech, #Politics",2599,26,31,21,2,5,Monday,positive
572,Facebook,carousel,2023-05-08 02:45,"New post, check it out!",#Friends,1629,71,3,23,1,2,Monday,neutral
573,Instagram,image,2023-09-28 07:30,Just another day.,"#Foodie, #Photography",2711,360,119,17,2,7,Thursday,neutral
574,Facebook,video,2023-05-15 16:00,What do you think?,#Marketing,3685,335,520,18,1,16,Monday,neutral
575,Facebook,text,2023-11-03 21:00,Just another day.,"#Friends, #Events",3250,171,110,17,2,21,Friday,neutral
576,Instagram,poll,2023-10-18 18:00,Disappointed but moving on.,"#Photography, #Travel",5000,216,839,27,2,18,Wednesday,negative
577,Twitter,video,2023-05-05 17:15,Disappointed but moving on.,"#Memes, #Trending",306,246,70,27,2,17,Friday,negative
578,Twitter,poll,2023-06-07 23:45,Just another day.,"#Memes, #Politics, #Sports",1953,173,372,17,3,23,Wednesday,neutral
579,Instagram,image,2023-09-19 11:30,Loving this new vibe! 😍,"#Tech, #Fashion",4736,214,925,23,2,11,Tuesday,positive
580,Facebook,video,2023-07-11 16:45,Not my best day. 😞,"#Family, #Community, #Events",421,500,650,18,3,16,Tuesday,negative
581,Twitter,text,2023-05-24 04:00,Amazing experience! 🌟,#News,1685,122,140,21,1,4,Wednesday,positive
582,Instagram,image,2023-04-21 11:45,What do you think?,"#Fashion, #Photography, #Beauty",4057,184,589,18,3,11,Friday,neutral
583,Instagram,image,2023-06-26 12:45,What do you think?,"#InstaDaily, #Beauty, #Fitness",1951,49,613,18,3,12,Monday,neutral
584,Instagram,carousel,2023-06-17 08:00,What do you think?,"#Foodie, #Fashion",1274,364,89,18,2,8,Saturday,neutral
585,Facebook,video,2023-07-05 11:30,Amazing experience! 🌟,"#Community, #Social",4438,99,126,21,2,11,Wednesday,positive
586,Instagram,text,2023-08-07 18:30,Disappointed but moving on.,#Fitness,98,54,375,27,1,18,Monday,negative
587,Facebook,video,2023-02-22 02:00,"New post, check it out!","#Family, #Community",5000,84,267,23,2,2,Wednesday,neutral
588,Twitter,image,2023-12-04 21:15,Feeling down today.,#Entertainment,1883,17,418,19,1,21,Monday,negative
589,Twitter,video,2023-02-26 11:15,Best day ever! 🎉,"#Sports, #Entertainment",2478,242,471,16,2,11,Sunday,positive
590,Facebook,poll,2023-04-29 10:00,Could be better.,#Friends,2242,336,889,16,1,10,Saturday,negative
591,Twitter,poll,2023-01-22 04:00,What do you think?,#Entertainment,234,172,326,18,1,4,Sunday,neutral
592,Instagram,carousel,2023-03-04 03:45,Feeling down today.,#Fitness,5000,359,45,19,1,3,Saturday,negative
593,Instagram,image,2023-10-10 09:45,Here's a quick update.,"#Beauty, #Fitness",1681,391,943,22,2,9,Tuesday,neutral
594,Facebook,carousel,2023-07-29 15:45,Exciting news! 🚀,"#Events, #Friends, #Marketing",4168,500,999,16,3,15,Saturday,positive
595,Twitter,text,2023-07-16 21:15,Not my best day. 😞,#Entertainment,1107,128,89,18,1,21,Sunday,negative
596,Instagram,video,2023-10-20 13:00,Best day ever! 🎉,"#Fashion, #Foodie, #Fitness",1797,183,297,16,3,13,Friday,positive
597,Instagram,text,2023-08-28 08:00,Disappointed but moving on.,"#Tech, #Travel",1243,188,805,27,2,8,Monday,negative
598,Instagram,image,2023-05-20 02:45,Amazing experience! 🌟,"#Fashion, #Fitness",3948,386,546,21,2,2,Saturday,positive
599,Facebook,text,2023-05-06 02:00,Feeling down today.,"#Friends, #Social, #Events",127,237,55,19,3,2,Saturday,negative
600,Instagram,poll,2023-02-11 01:00,Exciting news! 🚀,"#Fashion, #Beauty",3370,117,343,16,2,1,Saturday,positive
601,Twitter,poll,2023-09-19 11:15,Loving this new vibe! 😍,"#Trending, #Tech, #Memes",737,37,313,23,3,11,Tuesday,positive
602,Instagram,poll,2023-01-23 12:30,"New post, check it out!",#Foodie,5000,156,889,23,1,12,Monday,neutral
603,Twitter,carousel,2023-05-16 02:45,Best day ever! 🎉,"#Entertainment, #Tech",2427,40,410,16,2,2,Tuesday,positive
604,Facebook,video,2023-05-27 01:00,Best day ever! 🎉,"#Events, #Community, #Social",1776,500,251,16,3,1,Saturday,positive
605,Facebook,video,2023-05-01 06:30,"New post, check it out!","#Friends, #Marketing",5000,474,945,23,2,6,Monday,neutral
606,Facebook,video,2023-12-29 12:15,Disappointed but moving on.,"#Marketing, #Community",3324,500,95,27,2,12,Friday,negative
607,Instagram,video,2023-04-27 23:00,Loving this new vibe! 😍,"#Fitness, #Photography, #Beauty",3186,447,709,23,3,23,Thursday,positive
608,Facebook,video,2023-10-13 14:45,"New post, check it out!",#Community,3082,199,989,23,1,14,Friday,neutral
609,Facebook,poll,2023-04-27 11:00,Exciting news! 🚀,#Events,3619,136,942,16,1,11,Thursday,positive
610,Twitter,text,2023-05-23 09:15,Amazing experience! 🌟,#Entertainment,1660,106,114,21,1,9,Tuesday,positive
611,Instagram,poll,2023-02-15 02:30,What do you think?,"#InstaDaily, #Fitness",1952,215,667,18,2,2,Wednesday,neutral
612,Facebook,video,2023-01-25 05:15,Exciting news! 🚀,"#Family, #Community",5000,220,118,16,2,5,Wednesday,positive
613,Twitter,image,2023-04-26 20:45,"New post, check it out!",#Memes,3148,94,269,23,1,20,Wednesday,neutral
614,Instagram,video,2023-10-02 22:45,Loving this new vibe! 😍,"#Fashion, #Beauty, #Travel",2719,207,654,23,3,22,Monday,positive
615,Instagram,carousel,2023-11-25 19:45,Loving this new vibe! 😍,"#Travel, #Foodie",4974,193,932,23,2,19,Saturday,positive
616,Facebook,carousel,2023-12-05 20:30,Not my best day. 😞,#Social,2649,106,52,18,1,20,Tuesday,negative
617,Instagram,poll,2023-05-28 06:45,Not my best day. 😞,"#Fitness, #Foodie, #InstaDaily",2646,185,566,18,3,6,Sunday,negative
618,Facebook,poll,2023-12-25 08:15,Could be better.,#Social,4956,455,826,16,1,8,Monday,negative
619,Facebook,carousel,2023-10-02 06:30,What do you think?,"#Social, #Family, #Friends",1641,480,197,18,3,6,Monday,neutral
620,Facebook,image,2023-11-21 22:15,Just another day.,"#Friends, #Community",2277,35,995,17,2,22,Tuesday,neutral
621,Instagram,text,2023-06-27 00:30,Exciting news! 🚀,"#Tech, #Beauty",3367,196,623,16,2,0,Tuesday,positive
622,Instagram,video,2023-12-12 11:15,Here's a quick update.,"#Photography, #InstaDaily, #Tech",1396,110,137,22,3,11,Tuesday,neutral
623,Twitter,image,2023-08-01 05:45,"New post, check it out!","#News, #Entertainment, #Tech",1199,154,446,23,3,5,Tuesday,neutral
624,Facebook,image,2023-07-06 20:15,"New post, check it out!","#Family, #Community",1568,485,223,23,2,20,Thursday,neutral
625,Instagram,carousel,2023-10-21 09:30,Feeling down today.,"#Foodie, #InstaDaily",3918,97,577,19,2,9,Saturday,negative
626,Twitter,poll,2023-05-14 06:45,Just another day.,#News,2085,50,432,17,1,6,Sunday,neutral
627,Facebook,poll,2023-05-02 04:45,What do you think?,"#Community, #Social, #Friends",3044,70,411,18,3,4,Tuesday,neutral
628,Twitter,text,2023-06-21 04:15,Amazing experience! 🌟,#Politics,1478,136,296,21,1,4,Wednesday,positive
629,Twitter,carousel,2023-10-30 02:30,Best day ever! 🎉,"#Trending, #Tech, #Entertainment",2689,32,397,16,3,2,Monday,positive
630,Instagram,poll,2023-12-14 00:15,Exciting news! 🚀,#Travel,474,229,174,16,1,0,Thursday,positive
631,Twitter,text,2023-07-28 13:45,Not my best day. 😞,"#Sports, #Trending",1509,91,74,18,2,13,Friday,negative
632,Instagram,text,2023-11-14 13:30,Could be better.,#Travel,3449,394,660,16,1,13,Tuesday,negative
633,Facebook,image,2023-12-14 08:30,What do you think?,#Social,821,125,133,18,1,8,Thursday,neutral
634,Twitter,image,2023-12-30 01:15,Amazing experience! 🌟,#News,1411,113,337,21,1,1,Saturday,positive
635,Instagram,poll,2023-12-01 04:45,"New post, check it out!","#Beauty, #Fitness, #InstaDaily",3483,208,979,23,3,4,Friday,neutral
636,Facebook,text,2023-10-15 23:15,Here's a quick update.,"#Events, #Friends, #Social",483,389,353,22,3,23,Sunday,neutral
637,Instagram,carousel,2023-03-27 19:45,Disappointed but moving on.,"#Fitness, #Beauty, #Tech",1312,158,873,27,3,19,Monday,negative
638,Twitter,image,2023-11-12 22:30,What do you think?,"#Tech, #Trending, #News",3166,129,124,18,3,22,Sunday,neutral
639,Instagram,image,2023-12-09 15:15,"New post, check it out!",#Foodie,4260,480,60,23,1,15,Saturday,neutral
640,Instagram,text,2023-02-19 09:45,Could be better.,"#Tech, #Photography",94,238,550,16,2,9,Sunday,negative
641,Facebook,text,2023-03-30 21:30,"New post, check it out!",#Friends,2204,145,177,23,1,21,Thursday,neutral
642,Instagram,poll,2023-09-07 21:45,Exciting news! 🚀,#Fashion,1464,381,251,16,1,21,Thursday,positive
643,Instagram,video,2023-11-18 07:45,Here's a quick update.,#InstaDaily,5000,433,499,22,1,7,Saturday,neutral
644,Facebook,image,2023-06-04 17:30,"New post, check it out!",#Family,1069,215,377,23,1,17,Sunday,neutral
645,Facebook,poll,2023-06-15 06:45,Here's a quick update.,#Family,4983,126,839,22,1,6,Thursday,neutral
646,Facebook,poll,2023-01-05 06:30,Exciting news! 🚀,"#Family, #Friends, #Marketing",2401,241,486,16,3,6,Thursday,positive
647,Twitter,text,2023-08-17 18:15,"New post, check it out!","#Politics, #Tech, #News",399,110,144,23,3,18,Thursday,neutral
648,Facebook,carousel,2023-04-02 08:00,What do you think?,"#Family, #Social, #Friends",1927,323,809,18,3,8,Sunday,neutral
649,Facebook,text,2023-11-27 00:45,Not my best day. 😞,"#Friends, #Social",1520,60,50,18,2,0,Monday,negative
650,Twitter,text,2023-07-26 21:30,Loving this new vibe! 😍,"#Tech, #Politics",1189,84,221,23,2,21,Wednesday,positive
651,Facebook,carousel,2023-03-29 06:30,Here's a quick update.,#Social,3306,282,252,22,1,6,Wednesday,neutral
652,Facebook,image,2023-04-03 05:00,Feeling down today.,"#Family, #Social",568,362,380,19,2,5,Monday,negative
653,Instagram,carousel,2023-09-23 07:15,Just another day.,#Travel,1,440,102,17,1,7,Saturday,neutral
654,Facebook,carousel,2023-04-22 11:15,Feeling down today.,"#Family, #Friends",3126,490,28,19,2,11,Saturday,negative
655,Instagram,carousel,2023-10-20 11:00,Just another day.,"#Fitness, #Tech, #Foodie",452,371,412,17,3,11,Friday,neutral
656,Twitter,video,2023-10-01 11:45,Just another day.,"#Tech, #Politics, #Sports",1657,268,312,17,3,11,Sunday,neutral
657,Twitter,carousel,2023-05-16 09:00,What do you think?,"#Trending, #News, #Memes",2962,156,174,18,3,9,Tuesday,neutral
658,Facebook,carousel,2023-07-11 20:00,Disappointed but moving on.,#Friends,1492,32,593,27,1,20,Tuesday,negative
659,Facebook,image,2023-05-25 05:30,What do you think?,"#Community, #Family, #Friends",4045,500,368,18,3,5,Thursday,neutral
660,Twitter,poll,2023-09-30 09:15,Exciting news! 🚀,"#Trending, #Tech",838,224,140,16,2,9,Saturday,positive
661,Instagram,image,2023-12-23 01:30,Could be better.,"#Fashion, #InstaDaily",4268,167,518,16,2,1,Saturday,negative
662,Facebook,text,2023-05-17 22:00,Best day ever! 🎉,"#Community, #Friends, #Family",483,174,127,16,3,22,Wednesday,positive
663,Facebook,text,2023-08-05 06:00,Best day ever! 🎉,#Friends,3421,343,416,16,1,6,Saturday,positive
664,Twitter,video,2023-10-11 15:30,What do you think?,#Sports,182,54,130,18,1,15,Wednesday,neutral
665,Facebook,image,2023-12-27 21:00,Best day ever! 🎉,#Community,366,69,417,16,1,21,Wednesday,positive
666,Twitter,poll,2023-07-24 03:00,Here's a quick update.,#Tech,1115,37,299,22,1,3,Monday,neutral
667,Facebook,carousel,2023-04-08 14:15,Just another day.,#Community,27,322,892,17,1,14,Saturday,neutral
668,Instagram,poll,2023-03-10 23:15,"New post, check it out!",#Fashion,243,457,159,23,1,23,Friday,neutral
669,Twitter,video,2023-09-30 11:45,Best day ever! 🎉,"#Memes, #Sports",4087,62,422,16,2,11,Saturday,positive
670,Facebook,image,2023-01-19 22:45,What do you think?,"#Events, #Social",3860,22,130,18,2,22,Thursday,neutral
671,Twitter,text,2023-09-26 15:45,Here's a quick update.,"#Entertainment, #Tech",1661,118,67,22,2,15,Tuesday,neutral
672,Instagram,text,2023-09-05 12:30,Feeling down today.,"#Photography, #Travel",1225,350,983,19,2,12,Tuesday,negative
673,Instagram,carousel,2023-04-12 08:45,Not my best day. 😞,"#Beauty, #Tech",977,90,64,18,2,8,Wednesday,negative
674,Instagram,video,2023-12-13 13:45,"New post, check it out!","#Beauty, #InstaDaily",1298,478,992,23,2,13,Wednesday,neutral
675,Facebook,text,2023-12-18 05:00,Best day ever! 🎉,"#Marketing, #Family, #Events",36,268,517,16,3,5,Monday,positive
